0.000000000000000000e+00,2.000000000000000111e-01,2.000000000000000000e+00
7.142857142857142461e-02,2.000000000000000111e-01,0.000000000000000000e+00
1.428571428571428492e-01,2.000000000000000111e-01,0.000000000000000000e+00
2.142857142857142738e-01,2.000000000000000111e-01,0.000000000000000000e+00
2.857142857142856984e-01,2.000000000000000111e-01,0.000000000000000000e+00
3.571428571428570953e-01,2.000000000000000111e-01,0.000000000000000000e+00
4.285714285714285476e-01,2.000000000000000111e-01,0.000000000000000000e+00
5.000000000000000000e-01,2.000000000000000111e-01,0.000000000000000000e+00
5.714285714285713969e-01,2.000000000000000111e-01,0.000000000000000000e+00
6.428571428571427937e-01,2.000000000000000111e-01,0.000000000000000000e+00
7.142857142857141906e-01,2.000000000000000111e-01,0.000000000000000000e+00
7.857142857142856984e-01,2.000000000000000111e-01,0.000000000000000000e+00
8.571428571428570953e-01,2.000000000000000111e-01,0.000000000000000000e+00
9.285714285714284921e-01,2.000000000000000111e-01,0.000000000000000000e+00
1.000000000000000000e+00,2.000000000000000111e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.888888888888889173e-01,2.000000000000000000e+00
7.142857142857142461e-02,2.888888888888889173e-01,0.000000000000000000e+00
1.428571428571428492e-01,2.888888888888889173e-01,0.000000000000000000e+00
2.142857142857142738e-01,2.888888888888889173e-01,0.000000000000000000e+00
2.857142857142856984e-01,2.888888888888889173e-01,0.000000000000000000e+00
3.571428571428570953e-01,2.888888888888889173e-01,0.000000000000000000e+00
4.285714285714285476e-01,2.888888888888889173e-01,0.000000000000000000e+00
5.000000000000000000e-01,2.888888888888889173e-01,0.000000000000000000e+00
5.714285714285713969e-01,2.888888888888889173e-01,0.000000000000000000e+00
6.428571428571427937e-01,2.888888888888889173e-01,0.000000000000000000e+00
7.142857142857141906e-01,2.888888888888889173e-01,0.000000000000000000e+00
7.857142857142856984e-01,2.888888888888889173e-01,0.000000000000000000e+00
8.571428571428570953e-01,2.888888888888889173e-01,0.000000000000000000e+00
9.285714285714284921e-01,2.888888888888889173e-01,0.000000000000000000e+00
1.000000000000000000e+00,2.888888888888889173e-01,0.000000000000000000e+00
0.000000000000000000e+00,3.777777777777777679e-01,2.000000000000000000e+00
7.142857142857142461e-02,3.777777777777777679e-01,0.000000000000000000e+00
1.428571428571428492e-01,3.777777777777777679e-01,0.000000000000000000e+00
2.142857142857142738e-01,3.777777777777777679e-01,0.000000000000000000e+00
2.857142857142856984e-01,3.777777777777777679e-01,0.000000000000000000e+00
3.571428571428570953e-01,3.777777777777777679e-01,0.000000000000000000e+00
4.285714285714285476e-01,3.777777777777777679e-01,0.000000000000000000e+00
5.000000000000000000e-01,3.777777777777777679e-01,0.000000000000000000e+00
5.714285714285713969e-01,3.777777777777777679e-01,0.000000000000000000e+00
6.428571428571427937e-01,3.777777777777777679e-01,0.000000000000000000e+00
7.142857142857141906e-01,3.777777777777777679e-01,0.000000000000000000e+00
7.857142857142856984e-01,3.777777777777777679e-01,0.000000000000000000e+00
8.571428571428570953e-01,3.777777777777777679e-01,0.000000000000000000e+00
9.285714285714284921e-01,3.777777777777777679e-01,0.000000000000000000e+00
1.000000000000000000e+00,3.777777777777777679e-01,0.000000000000000000e+00
0.000000000000000000e+00,4.666666666666666741e-01,2.000000000000000000e+00
7.142857142857142461e-02,4.666666666666666741e-01,0.000000000000000000e+00
1.428571428571428492e-01,4.666666666666666741e-01,0.000000000000000000e+00
2.142857142857142738e-01,4.666666666666666741e-01,0.000000000000000000e+00
2.857142857142856984e-01,4.666666666666666741e-01,0.000000000000000000e+00
3.571428571428570953e-01,4.666666666666666741e-01,0.000000000000000000e+00
4.285714285714285476e-01,4.666666666666666741e-01,0.000000000000000000e+00
5.000000000000000000e-01,4.666666666666666741e-01,0.000000000000000000e+00
5.714285714285713969e-01,4.666666666666666741e-01,0.000000000000000000e+00
6.428571428571427937e-01,4.666666666666666741e-01,0.000000000000000000e+00
7.142857142857141906e-01,4.666666666666666741e-01,0.000000000000000000e+00
7.857142857142856984e-01,4.666666666666666741e-01,0.000000000000000000e+00
8.571428571428570953e-01,4.666666666666666741e-01,0.000000000000000000e+00
9.285714285714284921e-01,4.666666666666666741e-01,0.000000000000000000e+00
1.000000000000000000e+00,4.666666666666666741e-01,0.000000000000000000e+00
0.000000000000000000e+00,5.555555555555555802e-01,2.000000000000000000e+00
7.142857142857142461e-02,5.555555555555555802e-01,2.000000000000000000e+00
1.428571428571428492e-01,5.555555555555555802e-01,0.000000000000000000e+00
2.142857142857142738e-01,5.555555555555555802e-01,0.000000000000000000e+00
2.857142857142856984e-01,5.555555555555555802e-01,0.000000000000000000e+00
3.571428571428570953e-01,5.555555555555555802e-01,0.000000000000000000e+00
4.285714285714285476e-01,5.555555555555555802e-01,0.000000000000000000e+00
5.000000000000000000e-01,5.555555555555555802e-01,0.000000000000000000e+00
